name,remote_support,adaptive_support,description,Job level,length,test_type,url,combined_text
dermatology new,Yes,No,multichoice test that measures the knowledge of various diseases related to skin their symptoms the drugs used to treat them and different terminologies used in the field of dermatology,"Graduate, Mid-Professional, Professional Individual Contributor,",3.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/dermatology-new/,dermatology new multichoice test that measures the knowledge of various diseases related to skin their symptoms the drugs used to treat them and different terminologies used in the field of dermatology knowledge skills adaptive no remote yes
desktop support new,Yes,No,multichoice test that measures the knowledge of networking peripheral components operating systems troubleshooting and providing technical support,"Graduate, Mid-Professional, Professional Individual Contributor,",8.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/desktop-support-new/,desktop support new multichoice test that measures the knowledge of networking peripheral components operating systems troubleshooting and providing technical support knowledge skills adaptive no remote yes
digital advertising new,Yes,No,multichoice test that measures the candidates knowledge about use of adwords and tools to analyze ad performance on digital media,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",7.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/digital-advertising-new/,digital advertising new multichoice test that measures the candidates knowledge about use of adwords and tools to analyze ad performance on digital media knowledge skills adaptive no remote yes
digital readiness development report ic,Yes,No,this participantoriented report is aimed at individual contributors nonmanagerial and summarizes the way that they have described their typical style at work and is interpreted against shls digital readiness framework the report describes the way the person typically behaves rather than their actual skill levels it gives an indication of the individuals likely strengths in each area and makes suggestions for development activities based upon the information gained from the questionnairenote this report is specifically aimed at individual contributors a version designed for managers is also available seedigital readiness report managers,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/digital-readiness-development-report/,digital readiness development report ic this participantoriented report is aimed at individual contributors nonmanagerial and summarizes the way that they have described their typical style at work and is interpreted against shls digital readiness framework the report describes the way the person typically behaves rather than their actual skill levels it gives an indication of the individuals likely strengths in each area and makes suggestions for development activities based upon the information gained from the questionnairenote this report is specifically aimed at individual contributors a version designed for managers is also available seedigital readiness report managers personality behavior adaptive no remote yes
digital readiness development report manager,Yes,No,this participantoriented report is aimed employees with management responsibilities and summarizes the way that they have described their typical style at work and is interpreted against shls digital readiness framework the report describes the way the person typically behaves rather than their actual skill levels it gives an indication of the individuals likely strengths in each area and makes suggestions for development activities based upon the information gained from the questionnairenote this report is specifically aimed at managers a version designed for individual contributors is also available seedigital readiness report ic,"Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Supervisor, Director,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/digital-readiness-development-report-manager/,digital readiness development report manager this participantoriented report is aimed employees with management responsibilities and summarizes the way that they have described their typical style at work and is interpreted against shls digital readiness framework the report describes the way the person typically behaves rather than their actual skill levels it gives an indication of the individuals likely strengths in each area and makes suggestions for development activities based upon the information gained from the questionnairenote this report is specifically aimed at managers a version designed for individual contributors is also available seedigital readiness report ic personality behavior adaptive no remote yes
data entry new,Yes,No,simulated data entry test that measures the ability to accurately transcribe data from prefilled forms and the ability to verify prefilled data,"Entry-Level,",4.0,['Simulations'],https://www.shl.com/products/product-catalog/view/data-entry-new/,data entry new simulated data entry test that measures the ability to accurately transcribe data from prefilled forms and the ability to verify prefilled data simulations adaptive no remote yes
data entry alphanumeric split screen us,Yes,No,the data entry alphanumeric split screen us assessment measures speed and accuracy at typing text and numbers into forms the information includes businessrelated text and numbers such as invoice number address product number and amount the test assesses for speed and accuracy,"Professional Individual Contributor, Mid-Professional, Front Line Manager, Entry-Level,",5.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,data entry alphanumeric split screen us the data entry alphanumeric split screen us assessment measures speed and accuracy at typing text and numbers into forms the information includes businessrelated text and numbers such as invoice number address product number and amount the test assesses for speed and accuracy knowledge skills adaptive no remote yes
data entry numeric split screen us,Yes,No,the data entry numeric split screen us assessment measures speed and accuracy at typing numbers into forms the information candidates must enter includes businessrelated records including number fields such as customer number order number item number and quantity candidates may use either the keyboards numeric keypad or the number keys at the top of the keyboard,"Mid-Professional, Professional Individual Contributor, Entry-Level, Front Line Manager,",5.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/data-entry-numeric-split-screen-us/,data entry numeric split screen us the data entry numeric split screen us assessment measures speed and accuracy at typing numbers into forms the information candidates must enter includes businessrelated records including number fields such as customer number order number item number and quantity candidates may use either the keyboards numeric keypad or the number keys at the top of the keyboard knowledge skills adaptive no remote yes
data entry ten key split screen,Yes,No,data entry ten key split screen assessment measures ability to enter numbers using a numeric keypad the test measures accuracy and speed,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,",3.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/,data entry ten key split screen data entry ten key split screen assessment measures ability to enter numbers using a numeric keypad the test measures accuracy and speed knowledge skills adaptive no remote yes
data science new,Yes,No,multichoice test that measures the conceptual knowledge on how to use machine learning to analyze data extract information draw conclusions and make statisticallydriven decisions,"Mid-Professional, Professional Individual Contributor,",14.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/data-science-new/,data science new multichoice test that measures the conceptual knowledge on how to use machine learning to analyze data extract information draw conclusions and make statisticallydriven decisions knowledge skills adaptive no remote yes
data warehousing concepts,Yes,Yes,the data warehousing concepts test measures knowledge of data warehousing designed for experienced users this test covers the following topics big data and data warehouse appliance business considerations data transformation data warehousing and data marts design dimensional data model on line analytical processing olap querying and reportingdata extraction,"Mid-Professional, Professional Individual Contributor,",25.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/data-warehousing-concepts/,data warehousing concepts the data warehousing concepts test measures knowledge of data warehousing designed for experienced users this test covers the following topics big data and data warehouse appliance business considerations data transformation data warehousing and data marts design dimensional data model on line analytical processing olap querying and reportingdata extraction knowledge skills adaptive yes remote yes
dependability and safety instrument dsi,Yes,No,the dsi is a short prescreening tool for many key entrylevel roles it is designed to identify potential employees who will have good dependability and reliability and who are less likely to engage in counterproductive work behaviors note turkish end june 2012 and romanian end may 2013 are on limited beta relase,"Entry-Level,",10.0,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/dependability-and-safety-instrument-dsi/,dependability and safety instrument dsi the dsi is a short prescreening tool for many key entrylevel roles it is designed to identify potential employees who will have good dependability and reliability and who are less likely to engage in counterproductive work behaviors note turkish end june 2012 and romanian end may 2013 are on limited beta relase personality behavior adaptive no remote yes
dermatology new,Yes,No,multichoice test that measures the knowledge of various diseases related to skin their symptoms the drugs used to treat them and different terminologies used in the field of dermatology,"Graduate, Mid-Professional, Professional Individual Contributor,",3.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/dermatology-new/,dermatology new multichoice test that measures the knowledge of various diseases related to skin their symptoms the drugs used to treat them and different terminologies used in the field of dermatology knowledge skills adaptive no remote yes
desktop support new,Yes,No,multichoice test that measures the knowledge of networking peripheral components operating systems troubleshooting and providing technical support,"Graduate, Mid-Professional, Professional Individual Contributor,",8.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/desktop-support-new/,desktop support new multichoice test that measures the knowledge of networking peripheral components operating systems troubleshooting and providing technical support knowledge skills adaptive no remote yes
digital advertising new,Yes,No,multichoice test that measures the candidates knowledge about use of adwords and tools to analyze ad performance on digital media,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",7.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/digital-advertising-new/,digital advertising new multichoice test that measures the candidates knowledge about use of adwords and tools to analyze ad performance on digital media knowledge skills adaptive no remote yes
digital readiness development report ic,Yes,No,this participantoriented report is aimed at individual contributors nonmanagerial and summarizes the way that they have described their typical style at work and is interpreted against shls digital readiness framework the report describes the way the person typically behaves rather than their actual skill levels it gives an indication of the individuals likely strengths in each area and makes suggestions for development activities based upon the information gained from the questionnairenote this report is specifically aimed at individual contributors a version designed for managers is also available seedigital readiness report managers,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/digital-readiness-development-report/,digital readiness development report ic this participantoriented report is aimed at individual contributors nonmanagerial and summarizes the way that they have described their typical style at work and is interpreted against shls digital readiness framework the report describes the way the person typically behaves rather than their actual skill levels it gives an indication of the individuals likely strengths in each area and makes suggestions for development activities based upon the information gained from the questionnairenote this report is specifically aimed at individual contributors a version designed for managers is also available seedigital readiness report managers personality behavior adaptive no remote yes
digital readiness development report manager,Yes,No,this participantoriented report is aimed employees with management responsibilities and summarizes the way that they have described their typical style at work and is interpreted against shls digital readiness framework the report describes the way the person typically behaves rather than their actual skill levels it gives an indication of the individuals likely strengths in each area and makes suggestions for development activities based upon the information gained from the questionnairenote this report is specifically aimed at managers a version designed for individual contributors is also available seedigital readiness report ic,"Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Supervisor, Director,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/digital-readiness-development-report-manager/,digital readiness development report manager this participantoriented report is aimed employees with management responsibilities and summarizes the way that they have described their typical style at work and is interpreted against shls digital readiness framework the report describes the way the person typically behaves rather than their actual skill levels it gives an indication of the individuals likely strengths in each area and makes suggestions for development activities based upon the information gained from the questionnairenote this report is specifically aimed at managers a version designed for individual contributors is also available seedigital readiness report ic personality behavior adaptive no remote yes
enterprise java beans new,Yes,No,multichoice test that measures the knowledge of enterprise java beans ejb types of ejb transactions and concurrency,"Mid-Professional, Professional Individual Contributor,",4.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,enterprise java beans new multichoice test that measures the knowledge of enterprise java beans ejb types of ejb transactions and concurrency knowledge skills adaptive no remote yes
enterprise leadership report 10,Yes,No,assess and benchmark your leaders against enterprise leadership the model for leader impact to drive business results in a complex work environment for more information visit httpswwwshlcomensolutionsidentifydevelopleadersenterpriseleadership,"Director, Executive, Manager, Mid-Professional,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,enterprise leadership report 10 assess and benchmark your leaders against enterprise leadership the model for leader impact to drive business results in a complex work environment for more information visit httpswwwshlcomensolutionsidentifydevelopleadersenterpriseleadership personality behavior adaptive no remote yes
enterprise leadership report 20,Yes,No,assess and benchmark your leaders against enterprise leadership the model for leader impact to drive business results in a complex work environment for more information visit httpswwwshlcomensolutionsidentifydevelopleadersenterpriseleadership,"Director, Executive, Manager, Mid-Professional,",,['Personality & Behavior'],https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,enterprise leadership report 20 assess and benchmark your leaders against enterprise leadership the model for leader impact to drive business results in a complex work environment for more information visit httpswwwshlcomensolutionsidentifydevelopleadersenterpriseleadership personality behavior adaptive no remote yes
entry level cashier solution,Yes,No,the precise fit entry level cashier solution is for entrylevel retail positions in which employees receive payment in the form of cash check or credit cards for goods purchased sample tasks for these jobs include but are not limited to handling payments offering customer service and issuing receipts and refundsreport language availabilityenglish usa,"Entry-Level,",19.0,"['Competencies', 'Personality & Behavior']",https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,entry level cashier solution the precise fit entry level cashier solution is for entrylevel retail positions in which employees receive payment in the form of cash check or credit cards for goods purchased sample tasks for these jobs include but are not limited to handling payments offering customer service and issuing receipts and refundsreport language availabilityenglish usa competencies personality behavior adaptive no remote yes
entry level customer servretail contact center,Yes,No,the precise fit entry level customer service solution retailcontact center is for entrylevel positions in which employees interact with customers by providing information or carrying out customer requests related to an organizations products or services sample tasks for these jobs include but are not limited to interacting with customers on the phone or in person taking orders solving product or service issues and responding positively to difficult or irate customersreport language availabilityenglish usa,"Entry-Level,",19.0,"['Personality & Behavior', 'Competencies']",https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,entry level customer servretail contact center the precise fit entry level customer service solution retailcontact center is for entrylevel positions in which employees interact with customers by providing information or carrying out customer requests related to an organizations products or services sample tasks for these jobs include but are not limited to interacting with customers on the phone or in person taking orders solving product or service issues and responding positively to difficult or irate customersreport language availabilityenglish usa personality behavior competencies adaptive no remote yes
entry level customer service general solution,Yes,No,the precise fit entry level customer service solution general is for a wide range of entrylevel positions where employees are expected to interact with customers when carrying out critical tasks of the job this includes positions that require frequent interactions with customers or positions where customer service is not central to the role but is still essential for successful performance on the job sample tasks for these jobs include but are not limited to interacting with customers on the phone to provide information taking orders solving product or service issues and responding positively to difficult or irate customersreport language availabilityenglish usa,"Entry-Level,",14.0,"['Competencies', 'Personality & Behavior']",https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,entry level customer service general solution the precise fit entry level customer service solution general is for a wide range of entrylevel positions where employees are expected to interact with customers when carrying out critical tasks of the job this includes positions that require frequent interactions with customers or positions where customer service is not central to the role but is still essential for successful performance on the job sample tasks for these jobs include but are not limited to interacting with customers on the phone to provide information taking orders solving product or service issues and responding positively to difficult or irate customersreport language availabilityenglish usa competencies personality behavior adaptive no remote yes
entry level hotel front desk solution,Yes,No,the precise fit entry level hotel front desk solution is for entrylevel customer service positions in the hospitality industry the solution is appropriate for positions in which the majority of the work is done at the front or guest checkin desk sample tasks may include welcoming guests warmly issuing keys to guests and accepting paymentreport language availabilityenglish usa,"Entry-Level,",20.0,"['Competencies', 'Personality & Behavior']",https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,entry level hotel front desk solution the precise fit entry level hotel front desk solution is for entrylevel customer service positions in the hospitality industry the solution is appropriate for positions in which the majority of the work is done at the front or guest checkin desk sample tasks may include welcoming guests warmly issuing keys to guests and accepting paymentreport language availabilityenglish usa competencies personality behavior adaptive no remote yes
entry level sales solution,Yes,No,the precise fit entry level sales roles solution is for entrylevel positions in which employees proactively sell products or services to customers and have their compensation andor performance based on sales revenue sample tasks for these jobs include but are not limited to promoting products to customers persuading customers to buy products and completing a transaction with a customerreport language availabilityenglish usa,"Entry-Level,",20.0,"['Competencies', 'Personality & Behavior']",https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,entry level sales solution the precise fit entry level sales roles solution is for entrylevel positions in which employees proactively sell products or services to customers and have their compensation andor performance based on sales revenue sample tasks for these jobs include but are not limited to promoting products to customers persuading customers to buy products and completing a transaction with a customerreport language availabilityenglish usa competencies personality behavior adaptive no remote yes
entry level technical support solution,Yes,No,the precise fit entry level technical support solution is for entrylevel positions in which employees provide technical assistance to computer users in a contact center environment sample tasks for these jobs include but are not limited to answer questions or resolve computer problems for clients in person via telephone or electronically provide assistance concerning the use of computer hardware and software including printing installation word processing electronic mail and operating systemsreport language availabilityenglish usa,"Entry-Level,",18.0,"['Personality & Behavior', 'Competencies']",https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,entry level technical support solution the precise fit entry level technical support solution is for entrylevel positions in which employees provide technical assistance to computer users in a contact center environment sample tasks for these jobs include but are not limited to answer questions or resolve computer problems for clients in person via telephone or electronically provide assistance concerning the use of computer hardware and software including printing installation word processing electronic mail and operating systemsreport language availabilityenglish usa personality behavior competencies adaptive no remote yes
etl testing new,Yes,No,multichoice test that measures the knowledge of etl architecture data warehousing dimensions dbms concepts like data manipulation constraints etl testing and tools required for testing,"Mid-Professional, Professional Individual Contributor,",9.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/etl-testing-new/,etl testing new multichoice test that measures the knowledge of etl architecture data warehousing dimensions dbms concepts like data manipulation constraints etl testing and tools required for testing knowledge skills adaptive no remote yes
executive scenarios,Yes,No,executive scenarios is a unique test of managerial judgement an individuals ability to decide on effective ways of handling real life situations it is specifically designed to assess judgement in executives a group who typically has significant work experience to draw on it consists of hypothetical scenarios each followed by several possible responses candidates rate the effectiveness of each response using a 6point scale from highly undesirable to highly desirable it can be used for recruitment selection training and development performance management and coaching in a variety of functions and industries reports available executive scenarios narrative report a participant focused report that contains executive scenarios profile very detailed narrative feedback of each of the 4 scales managerial judgement managing objectives people management and reputation management development tips for each of the 6 style scales leading and managing the work using external help onetoone workforce organisational support commercial support executive scenarios profile displays all scores on these scales in terms of four types of norm system tscores percentiles stens and grades,"Director, Executive, Manager,",,['Biodata & Situational Judgement'],https://www.shl.com/products/product-catalog/view/executive-scenarios/,executive scenarios executive scenarios is a unique test of managerial judgement an individuals ability to decide on effective ways of handling real life situations it is specifically designed to assess judgement in executives a group who typically has significant work experience to draw on it consists of hypothetical scenarios each followed by several possible responses candidates rate the effectiveness of each response using a 6point scale from highly undesirable to highly desirable it can be used for recruitment selection training and development performance management and coaching in a variety of functions and industries reports available executive scenarios narrative report a participant focused report that contains executive scenarios profile very detailed narrative feedback of each of the 4 scales managerial judgement managing objectives people management and reputation management development tips for each of the 6 style scales leading and managing the work using external help onetoone workforce organisational support commercial support executive scenarios profile displays all scores on these scales in terms of four types of norm system tscores percentiles stens and grades biodata situational judgement adaptive no remote yes
executive scenarios narrative report,Yes,No,executive scenarios is a unique test of managerial judgement an individuals ability to decide on effective ways of handling real life situations it is specifically designed to assess judgement in executives a group who typically has significant work experience to draw on it consists of hypothetical scenarios each followed by several possible responses candidates rate the effectiveness of each response using a 6point scale from highly undesirable to highly desirable it can be used for recruitment selection training and development performance management and coaching in a variety of functions and industries reports available executive scenarios narrative report a participant focused report that contains executive scenarios profile very detailed narrative feedback of each of the 4 scales managerial judgement managing objectives people management and reputation management development tips for each of the 6 style scales leading and managing the work using external help onetoone workforce organisational support commercial support executive scenarios profile displays all scores on these scales in terms of four types of norm system tscores percentiles stens and grades,"Director, Executive, Manager,",,['Biodata & Situational Judgement'],https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/,executive scenarios narrative report executive scenarios is a unique test of managerial judgement an individuals ability to decide on effective ways of handling real life situations it is specifically designed to assess judgement in executives a group who typically has significant work experience to draw on it consists of hypothetical scenarios each followed by several possible responses candidates rate the effectiveness of each response using a 6point scale from highly undesirable to highly desirable it can be used for recruitment selection training and development performance management and coaching in a variety of functions and industries reports available executive scenarios narrative report a participant focused report that contains executive scenarios profile very detailed narrative feedback of each of the 4 scales managerial judgement managing objectives people management and reputation management development tips for each of the 6 style scales leading and managing the work using external help onetoone workforce organisational support commercial support executive scenarios profile displays all scores on these scales in terms of four types of norm system tscores percentiles stens and grades biodata situational judgement adaptive no remote yes
executive scenarios profile report,Yes,No,executive scenarios is a unique test of managerial judgement an individuals ability to decide on effective ways of handling real life situations it is specifically designed to assess judgement in executives a group who typically has significant work experience to draw on it consists of hypothetical scenarios each followed by several possible responses candidates rate the effectiveness of each response using a 6point scale from highly undesirable to highly desirable it can be used for recruitment selection training and development performance management and coaching in a variety of functions and industries reports available executive scenarios narrative report a participant focused report that contains executive scenarios profile very detailed narrative feedback of each of the 4 scales managerial judgement managing objectives people management and reputation management development tips for each of the 6 style scales leading and managing the work using external help onetoone workforce organisational support commercial support executive scenarios profile displays all scores on these scales in terms of four types of norm system tscores percentiles stens and grades,"Director, Executive, Manager,",,['Biodata & Situational Judgement'],https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,executive scenarios profile report executive scenarios is a unique test of managerial judgement an individuals ability to decide on effective ways of handling real life situations it is specifically designed to assess judgement in executives a group who typically has significant work experience to draw on it consists of hypothetical scenarios each followed by several possible responses candidates rate the effectiveness of each response using a 6point scale from highly undesirable to highly desirable it can be used for recruitment selection training and development performance management and coaching in a variety of functions and industries reports available executive scenarios narrative report a participant focused report that contains executive scenarios profile very detailed narrative feedback of each of the 4 scales managerial judgement managing objectives people management and reputation management development tips for each of the 6 style scales leading and managing the work using external help onetoone workforce organisational support commercial support executive scenarios profile displays all scores on these scales in terms of four types of norm system tscores percentiles stens and grades biodata situational judgement adaptive no remote yes
expressjs new,Yes,No,multichoice test that measures the knowledge of routing error handling security middleware and performance reliability in expressjs,"Mid-Professional, Professional Individual Contributor,",7.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/expressjs-new/,expressjs new multichoice test that measures the knowledge of routing error handling security middleware and performance reliability in expressjs knowledge skills adaptive no remote yes
filing names r1,Yes,No,this test measures ability to sort names in alphabetical order test takers are shown a graphical display of four folder tabs three contain alphabetized names and one is blank the test taker is required to select the name from a list that belongs on the blank tab,"Entry-Level,",3.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/filing-names-r1/,filing names r1 this test measures ability to sort names in alphabetical order test takers are shown a graphical display of four folder tabs three contain alphabetized names and one is blank the test taker is required to select the name from a list that belongs on the blank tab knowledge skills adaptive no remote yes
filing numbers,Yes,No,this test measures ability to sort items in numerical order test takers are shown a graphical display of four folder tabs three contain numbers and one is blank and all are sorted in numeric order the test taker is required to select the number from a list that belongs on the blank tab,"Entry-Level,",3.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/filing-numbers/,filing numbers this test measures ability to sort items in numerical order test takers are shown a graphical display of four folder tabs three contain numbers and one is blank and all are sorted in numeric order the test taker is required to select the number from a list that belongs on the blank tab knowledge skills adaptive no remote yes
financial accounting new,Yes,No,multichoice test that measures the ability to post journal entries classify items into assets and liabilities analyze financial statements and calculate financial ratios,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",9.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/financial-accounting-new/,financial accounting new multichoice test that measures the ability to post journal entries classify items into assets and liabilities analyze financial statements and calculate financial ratios knowledge skills adaptive no remote yes
financial and banking services new,Yes,No,multichoice test that measures the knowledge of investment products banking products taxation and principles of macroeconomics,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",9.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,financial and banking services new multichoice test that measures the knowledge of investment products banking products taxation and principles of macroeconomics knowledge skills adaptive no remote yes
fire engineering new,Yes,No,multichoice test that measures the knowledge of fire engineering principles basic workplace safety and safety management,"Graduate, Mid-Professional, Professional Individual Contributor,",10.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/fire-engineering-new/,fire engineering new multichoice test that measures the knowledge of fire engineering principles basic workplace safety and safety management knowledge skills adaptive no remote yes
following instructions v1 uk r1,Yes,No,this test measures a candidates ability to follow detailed instructions and then select the correct course of action candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,",8.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/following-instructions-v1-uk-r1/,following instructions v1 uk r1 this test measures a candidates ability to follow detailed instructions and then select the correct course of action candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given knowledge skills adaptive no remote yes
following instructions v1 us r2,Yes,No,this test measures a candidates ability to follow detailed instructions and then select the correct course of action test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,",8.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,following instructions v1 us r2 this test measures a candidates ability to follow detailed instructions and then select the correct course of action test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given knowledge skills adaptive no remote yes
food and beverage services new,Yes,No,multichoice test that measures the knowledge of meal planning service preparation types of service equipment and types of beverages,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",7.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,food and beverage services new multichoice test that measures the knowledge of meal planning service preparation types of service equipment and types of beverages knowledge skills adaptive no remote yes
food science new,Yes,No,multichoice test that measures the knowledge of food chemistry nutrition food microbiology food engineering and food product technology,"Graduate, Mid-Professional, Professional Individual Contributor,",6.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/food-science-new/,food science new multichoice test that measures the knowledge of food chemistry nutrition food microbiology food engineering and food product technology knowledge skills adaptive no remote yes
front office management new,Yes,No,multichoice test that measures the knowledge of front office operations,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,",7.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/front-office-management-new/,front office management new multichoice test that measures the knowledge of front office operations knowledge skills adaptive no remote yes
executive scenarios profile report,Yes,No,executive scenarios is a unique test of managerial judgement an individuals ability to decide on effective ways of handling real life situations it is specifically designed to assess judgement in executives a group who typically has significant work experience to draw on it consists of hypothetical scenarios each followed by several possible responses candidates rate the effectiveness of each response using a 6point scale from highly undesirable to highly desirable it can be used for recruitment selection training and development performance management and coaching in a variety of functions and industries reports available executive scenarios narrative report a participant focused report that contains executive scenarios profile very detailed narrative feedback of each of the 4 scales managerial judgement managing objectives people management and reputation management development tips for each of the 6 style scales leading and managing the work using external help onetoone workforce organisational support commercial support executive scenarios profile displays all scores on these scales in terms of four types of norm system tscores percentiles stens and grades,"Director, Executive, Manager,",,['Biodata & Situational Judgement'],https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,executive scenarios profile report executive scenarios is a unique test of managerial judgement an individuals ability to decide on effective ways of handling real life situations it is specifically designed to assess judgement in executives a group who typically has significant work experience to draw on it consists of hypothetical scenarios each followed by several possible responses candidates rate the effectiveness of each response using a 6point scale from highly undesirable to highly desirable it can be used for recruitment selection training and development performance management and coaching in a variety of functions and industries reports available executive scenarios narrative report a participant focused report that contains executive scenarios profile very detailed narrative feedback of each of the 4 scales managerial judgement managing objectives people management and reputation management development tips for each of the 6 style scales leading and managing the work using external help onetoone workforce organisational support commercial support executive scenarios profile displays all scores on these scales in terms of four types of norm system tscores percentiles stens and grades biodata situational judgement adaptive no remote yes
expressjs new,Yes,No,multichoice test that measures the knowledge of routing error handling security middleware and performance reliability in expressjs,"Mid-Professional, Professional Individual Contributor,",7.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/expressjs-new/,expressjs new multichoice test that measures the knowledge of routing error handling security middleware and performance reliability in expressjs knowledge skills adaptive no remote yes
filing names r1,Yes,No,this test measures ability to sort names in alphabetical order test takers are shown a graphical display of four folder tabs three contain alphabetized names and one is blank the test taker is required to select the name from a list that belongs on the blank tab,"Entry-Level,",3.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/filing-names-r1/,filing names r1 this test measures ability to sort names in alphabetical order test takers are shown a graphical display of four folder tabs three contain alphabetized names and one is blank the test taker is required to select the name from a list that belongs on the blank tab knowledge skills adaptive no remote yes
filing numbers,Yes,No,this test measures ability to sort items in numerical order test takers are shown a graphical display of four folder tabs three contain numbers and one is blank and all are sorted in numeric order the test taker is required to select the number from a list that belongs on the blank tab,"Entry-Level,",3.0,['Knowledge & Skills'],https://www.shl.com/products/product-catalog/view/filing-numbers/,filing numbers this test measures ability to sort items in numerical order test takers are shown a graphical display of four folder tabs three contain numbers and one is blank and all are sorted in numeric order the test taker is required to select the number from a list that belongs on the blank tab knowledge skills adaptive no remote yes
